Discipline	Gender	Event	phase	Eventunit	schedule	medalflag	ENG longdescription	ENG Description	FRA longdescription	FRA Description	Eventunittype	cisSchedule	infoSchedule	scheduleFilter11	scheduleFilter12	scheduleFilter21	scheduleFilter22	groupCriteria
BK	W	400	A	01	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	02	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	03	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	04	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	05	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	06	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	07	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	08	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	09	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	10	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	11	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	12	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	13	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	14	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	A	15	Y	0	Women's Preliminary Round Group A 	Women's Preliminary Round Group A 	Femmes, tour préliminaire groupe A 	Femmes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	W	400	B	01	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	02	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	03	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	04	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	05	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	06	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	07	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	08	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	09	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	10	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	11	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	12	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	13	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	14	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	B	15	Y	0	Women's Preliminary Round Group B 	Women's Preliminary Round Group B 	Femmes, tour préliminaire groupe B 	Femmes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	W	400	M	00	Y	0	Women's Victory Ceremony	Women's Victory Ceremony	Femmes, cérémonie de remise des médailles	Femmes, remise des médailles	NONE	N	Y					
BV	0	000	0	00	N	0	Beach Volleyball	Beach Volleyball	Volleyball de plage	Volleyball de plage	NONE	N	N					
BV	0	000	N	01	Y	0	Women's Drawing of Lots to Seed Round of 16	Women's Drawing of Lots- Seed Rnd of 16	Femmes, tirage au sort - composition des poules	Femmes, tirage au sort - poules	NONE	N	Y					
BV	0	000	N	02	Y	0	Men's Drawing of Lots to Seed Round of 16	Men's Drawing of Lots to Seed Rnd of 16	Hommes, tirage au sort - composition des poules	Hommes, tirage au sort - poules	NONE	N	Y					
BV	0	000	Q	01	N	0	General Technical Meeting	General Technical Meeting	Réunion technique générale	Réunion technique générale	NONE	N	N					
BV	0	000	Q	02	N	0	Women's Lucky Losers Technical Meeting	Women's Lucky Losers Technical Meeting	Femmes, réunion technique - lucky losers	Femmes, réunion technique - lucky losers	NONE	N	N					
BV	0	000	Q	03	N	0	Men's Lucky Losers Technical Meeting	Men's Lucky Losers Technical Meeting	Hommes, réunion technique - lucky losers	Hommes, réunion technique - lucky losers	NONE	N	N					
BV	0	000	Y	00	N	0	Beach Volleyball Daily Schedule	Beach Volleyball Daily Schedule	Volleyball de plage, calendrier par jour	Volleyball de plage, calendrier par jour	NONE	N	N					
BV	0	000	Y	01	N	0	Beach Volleyball Day 1	Beach Volleyball Day 1	Volleyball de plage - jour 1	Volleyball de plage - jour 1	NONE	N	N					
BV	0	000	Y	02	N	0	Beach Volleyball Day 2	Beach Volleyball Day 2	Volleyball de plage - jour 2	Volleyball de plage - jour 2	NONE	N	N					
BV	0	000	Y	03	N	0	Beach Volleyball Day 3	Beach Volleyball Day 3	Volleyball de plage - jour 3	Volleyball de plage - jour 3	NONE	N	N					
BV	0	000	Y	04	N	0	Beach Volleyball Day 4	Beach Volleyball Day 4	Volleyball de plage - jour 4	Volleyball de plage - jour 4	NONE	N	N					
BV	0	000	Y	05	N	0	Beach Volleyball Day 5	Beach Volleyball Day 5	Volleyball de plage - jour 5	Volleyball de plage - jour 5	NONE	N	N					
BV	0	000	Y	06	N	0	Beach Volleyball Day 6	Beach Volleyball Day 6	Volleyball de plage - jour 6	Volleyball de plage - jour 6	NONE	N	N					
BV	0	000	Y	07	N	0	Beach Volleyball Day 7	Beach Volleyball Day 7	Volleyball de plage - jour 7	Volleyball de plage - jour 7	NONE	N	N					
BV	0	000	Y	08	N	0	Beach Volleyball Day 8	Beach Volleyball Day 8	Volleyball de plage - jour 8	Volleyball de plage - jour 8	NONE	N	N					
BV	0	000	Y	09	N	0	Beach Volleyball Day 9	Beach Volleyball Day 9	Volleyball de plage - jour 9	Volleyball de plage - jour 9	NONE	N	N					
BV	0	000	Y	10	N	0	Beach Volleyball Day 10	Beach Volleyball Day 10	Volleyball de plage - jour 10	Volleyball de plage - jour 10	NONE	N	N					
BV	0	000	Y	11	N	0	Beach Volleyball Day 11	Beach Volleyball Day 11	Volleyball de plage - jour 11	Volleyball de plage - jour 11	NONE	N	N					
BV	0	000	Y	12	N	0	Beach Volleyball Day 12	Beach Volleyball Day 12	Volleyball de plage - jour 12	Volleyball de plage - jour 12	NONE	N	N					
BV	0	000	Y	13	N	0	Beach Volleyball Day 13	Beach Volleyball Day 13	Volleyball de plage - jour 13	Volleyball de plage - jour 13	NONE	N	N					
BV	0	000	Y	14	N	0	Beach Volleyball Day 14	Beach Volleyball Day 14	Volleyball de plage - jour 14	Volleyball de plage - jour 14	NONE	N	N					
BV	0	000	Y	15	N	0	Beach Volleyball Day 15	Beach Volleyball Day 15	Volleyball de plage - jour 15	Volleyball de plage - jour 15	NONE	N	N					
BV	0	000	Y	16	N	0	Beach Volleyball Day 16	Beach Volleyball Day 16	Volleyball de plage - jour 16	Volleyball de plage - jour 16	NONE	N	N					
BV	0	000	Y	17	N	0	Beach Volleyball Day 17	Beach Volleyball Day 17	Volleyball de plage - jour 17	Volleyball de plage - jour 17	NONE	N	N					
BV	0	000	Y	18	N	0	Beach Volleyball Day 18	Beach Volleyball Day 18	Volleyball de plage - jour 18	Volleyball de plage - jour 18	NONE	N	N					
BV	0	000	Y	19	N	0	Beach Volleyball Day 19	Beach Volleyball Day 19	Volleyball de plage - jour 19	Volleyball de plage - jour 19	NONE	N	N					
BV	0	000	Y	20	N	0	Beach Volleyball Day 20	Beach Volleyball Day 20	Volleyball de plage - jour 20	Volleyball de plage - jour 20	NONE	N	N					
BV	0	000	Y	21	N	0	Beach Volleyball Day 21	Beach Volleyball Day 21	Volleyball de plage - jour 21	Volleyball de plage - jour 21	NONE	N	N					
BV	0	000	Y	22	N	0	Beach Volleyball Day 22	Beach Volleyball Day 22	Volleyball de plage - jour 22	Volleyball de plage - jour 22	NONE	N	N					
BV	0	000	Y	23	N	0	Beach Volleyball Day 23	Beach Volleyball Day 23	Volleyball de plage - jour 23	Volleyball de plage - jour 23	NONE	N	N					
BV	0	000	Y	24	N	0	Beach Volleyball Day 24	Beach Volleyball Day 24	Volleyball de plage - jour 24	Volleyball de plage - jour 24	NONE	N	N					
BV	0	000	Y	25	N	0	Beach Volleyball Day 25	Beach Volleyball Day 25	Volleyball de plage - jour 25	Volleyball de plage - jour 25	NONE	N	N					
BV	0	000	Y	26	N	0	Beach Volleyball Day 26	Beach Volleyball Day 26	Volleyball de plage - jour 26	Volleyball de plage - jour 26	NONE	N	N					
BV	0	000	Y	27	N	0	Beach Volleyball Day 27	Beach Volleyball Day 27	Volleyball de plage - jour 27	Volleyball de plage - jour 27	NONE	N	N					
BV	0	000	Y	28	N	0	Beach Volleyball Day 28	Beach Volleyball Day 28	Volleyball de plage - jour 28	Volleyball de plage - jour 28	NONE	N	N					
BV	0	000	Y	29	N	0	Beach Volleyball Day 29	Beach Volleyball Day 29	Volleyball de plage - jour 29	Volleyball de plage - jour 29	NONE	N	N					
BV	0	000	Y	30	N	0	Beach Volleyball Day 30	Beach Volleyball Day 30	Volleyball de plage - jour 30	Volleyball de plage - jour 30	NONE	N	N					
BV	0	000	Y	31	N	0	Beach Volleyball Day 31	Beach Volleyball Day 31	Volleyball de plage - jour 31	Volleyball de plage - jour 31	NONE	N	N					
BV	0	HGP	0	00	N	0	Horse Guards Parade	Horse Guards Parade	Horse Guards Parade	Horse Guards Parade	NONE	N	N					
BV	M	000	0	00	N	0	Beach Volleyball -  Men	Beach Volleyball -  Men	Beach Volleyball -  hommes	Beach Volleyball -  hommes	NONE	N	N					
BV	M	400	0	00	N	0	Men's Team	Men's Team	Hommes	Hommes	NONE	N	N					
BV	M	400	1	00	N	0	Men's Finals	Men's Finals	Hommes, finales	Hommes, finales	NONE	N	N					
BV	M	400	1	01	Y	1	Men's Gold Medal Match - Match 54	Men's Gold Medal Match - Match 54	Hommes, match pour la médaille d'or - match 54	Hommes, médaille d'or - match 54	HTEAM	Y	Y					
BV	M	400	1	02	Y	2	Men's Bronze Medal Match - Match 53	Men's Bronze Medal Match - Match 53	Hommes, match pour la médaille de bronze - match 53	Hommes, médaille de bronze - match 53	HTEAM	Y	Y					
BV	M	400	2	00	N	0	Men's Semifinals	Men's Semifinals	Hommes, demi-finales	Hommes, demi-finales	NONE	N	N					
BV	M	400	2	01	Y	0	Men's Semifinal - Match 51	Men's Semifinal - Match 51	Hommes, demi-finale - match 51	Hommes, demi-finale - match 51	HTEAM	Y	Y					
BV	M	400	2	02	Y	0	Men's Semifinal - Match 52	Men's Semifinal - Match 52	Hommes, demi-finale - match 52	Hommes, demi-finale - match 52	HTEAM	Y	Y					
BV	M	400	3	00	N	0	Men's Quarterfinals	Men's Quarterfinals	Hommes, quarts de finale	Hommes, quarts de finale	NONE	N	N					
BV	M	400	3	01	Y	0	Men's Quarterfinal - Match 47	Men's Quarterfinal - Match 47	Hommes, quart de finale - match 47	Hommes, quart de finale - match 47	HTEAM	Y	Y					
BV	M	400	3	02	Y	0	Men's Quarterfinal - Match 48	Men's Quarterfinal - Match 48	Hommes, quart de finale - match 48	Hommes, quart de finale - match 48	HTEAM	Y	Y					
BV	M	400	3	03	Y	0	Men's Quarterfinal - Match 49	Men's Quarterfinal - Match 49	Hommes, quart de finale - match 49	Hommes, quart de finale - match 49	HTEAM	Y	Y					
BV	M	400	3	04	Y	0	Men's Quarterfinal - Match 50	Men's Quarterfinal - Match 50	Hommes, quart de finale - match 50	Hommes, quart de finale - match 50	HTEAM	Y	Y					
BV	M	400	4	00	N	0	Men's Round of 16	Men's Round of 16	Hommes, 8e de finale	Hommes, 8e de finale	NONE	N	N					
BV	M	400	4	01	Y	0	Men's Round of 16 - Match 39	Men's Round of 16 - Match 39	Hommes, 8e de finale - match 39	Hommes, 8e de finale - match 39	HTEAM	Y	Y					
BV	M	400	4	02	Y	0	Men's Round of 16 - Match 40	Men's Round of 16 - Match 40	Hommes, 8e de finale - match 40	Hommes, 8e de finale - match 40	HTEAM	Y	Y					
BV	M	400	4	03	Y	0	Men's Round of 16 - Match 41	Men's Round of 16 - Match 41	Hommes, 8e de finale - match 41	Hommes, 8e de finale - match 41	HTEAM	Y	Y					
BV	M	400	4	04	Y	0	Men's Round of 16 - Match 42	Men's Round of 16 - Match 42	Hommes, 8e de finale - match 42	Hommes, 8e de finale - match 42	HTEAM	Y	Y					
BV	M	400	4	05	Y	0	Men's Round of 16 - Match 43	Men's Round of 16 - Match 43	Hommes, 8e de finale - match 43	Hommes, 8e de finale - match 43	HTEAM	Y	Y					
BV	M	400	4	06	Y	0	Men's Round of 16 - Match 44	Men's Round of 16 - Match 44	Hommes, 8e de finale - match 44	Hommes, 8e de finale - match 44	HTEAM	Y	Y					
BV	M	400	4	07	Y	0	Men's Round of 16 - Match 45	Men's Round of 16 - Match 45	Hommes, 8e de finale - match 45	Hommes, 8e de finale - match 45	HTEAM	Y	Y					
BV	M	400	4	08	Y	0	Men's Round of 16 - Match 46	Men's Round of 16 - Match 46	Hommes, 8e de finale - match 46	Hommes, 8e de finale - match 46	HTEAM	Y	Y					
BV	M	400	5	00	N	0	Men's Lucky Loser	Men's Lucky Loser	Hommes, lucky loser	Hommes, lucky loser	NONE	N	N					
BV	M	400	5	01	Y	0	Men's Lucky Loser - Match 37	Men's Lucky Loser - Match 37	Hommes, lucky loser - match 37	Hommes, lucky loser - match 37	HTEAM	Y	Y					
BV	M	400	5	02	Y	0	Men's Lucky Loser - Match 38	Men's Lucky Loser - Match 38	Hommes, lucky loser - match 38	Hommes, lucky loser - match 38	HTEAM	Y	Y					
BV	M	400	9	00	N	0	Men's Preliminary Phase	Men's Preliminary Phase	Hommes, tour préliminaire	Hommes, tour préliminaire	NONE	N	N					
BV	M	400	A	00	N	0	Men's Preliminary - Pool A - Matches	Men's Preliminary - Pool A - Matches	Hommes, tour préliminaire - poule A	Hommes, tour préliminaire - poule A	NONE	N	N					
BV	M	400	A	01	Y	0	Men's Preliminary - Pool A - Match 1	Men's Preliminary - Pool A - Match 1	Hommes, tour préliminaire - poule A - match 1	Hom., tour prélim. - poule A - match 1	HTEAM	Y	Y					
BV	M	400	A	02	Y	0	Men's Preliminary - Pool A - Match 2	Men's Preliminary - Pool A - Match 2	Hommes, tour préliminaire - poule A - match 2	Hom., tour prélim. - poule A - match 2	HTEAM	Y	Y					
BV	M	400	A	03	Y	0	Men's Preliminary - Pool A - Match 13	Men's Preliminary - Pool A - Match 13	Hommes, tour préliminaire - poule A - match 13	Hom., tour prélim. - poule A - match 13	HTEAM	Y	Y					
BV	M	400	A	04	Y	0	Men's Preliminary - Pool A - Match 14	Men's Preliminary - Pool A - Match 14	Hommes, tour préliminaire - poule A - match 14	Hom., tour prélim. - poule A - match 14	HTEAM	Y	Y					
BV	M	400	A	05	Y	0	Men's Preliminary - Pool A - Match 25	Men's Preliminary - Pool A - Match 25	Hommes, tour préliminaire - poule A - match 25	Hom., tour prélim. - poule A - match 25	HTEAM	Y	Y					
BV	M	400	A	06	Y	0	Men's Preliminary - Pool A - Match 26	Men's Preliminary - Pool A - Match 26	Hommes, tour préliminaire - poule A - match 26	Hom., tour prélim. - poule A - match 26	HTEAM	Y	Y					
BV	M	400	B	00	N	0	Men's Preliminary - Pool B - Matches	Men's Preliminary - Pool B - Matches	Hommes, tour préliminaire - poule B	Hommes, tour préliminaire - poule B	NONE	N	N					
BV	M	400	B	01	Y	0	Men's Preliminary - Pool B - Match 3	Men's Preliminary - Pool B - Match 3	Hommes, tour préliminaire - poule B - match 3	Hom., tour prélim. - poule B - match 3	HTEAM	Y	Y					
BV	M	400	B	02	Y	0	Men's Preliminary - Pool B - Match 4	Men's Preliminary - Pool B - Match 4	Hommes, tour préliminaire - poule B - match 4	Hom., tour prélim. - poule B - match 4	HTEAM	Y	Y					
BV	M	400	B	03	Y	0	Men's Preliminary - Pool B - Match 15	Men's Preliminary - Pool B - Match 15	Hommes, tour préliminaire - poule B - match 15	Hom., tour prélim. - poule B - match 15	HTEAM	Y	Y					
BV	M	400	B	04	Y	0	Men's Preliminary - Pool B - Match 16	Men's Preliminary - Pool B - Match 16	Hommes, tour préliminaire - poule B - match 16	Hom., tour prélim. - poule B - match 16	HTEAM	Y	Y					
BV	M	400	B	05	Y	0	Men's Preliminary - Pool B - Match 27	Men's Preliminary - Pool B - Match 27	Hommes, tour préliminaire - poule B - match 27	Hom., tour prélim. - poule B - match 27	HTEAM	Y	Y					
BV	M	400	B	06	Y	0	Men's Preliminary - Pool B - Match 28	Men's Preliminary - Pool B - Match 28	Hommes, tour préliminaire - poule B - match 28	Hom., tour prélim. - poule B - match 28	HTEAM	Y	Y					
BV	M	400	C	00	N	0	Men's Preliminary - Pool C - Matches	Men's Preliminary - Pool C - Matches	Hommes, tour préliminaire - poule C	Hommes, tour préliminaire - poule C	NONE	N	N					
BV	M	400	C	01	Y	0	Men's Preliminary - Pool C - Match 5	Men's Preliminary - Pool C - Match 5	Hommes, tour préliminaire - poule C - match 5	Hom., tour prélim. - poule C - match 5	HTEAM	Y	Y					
BV	M	400	C	02	Y	0	Men's Preliminary - Pool C - Match 6	Men's Preliminary - Pool C - Match 6	Hommes, tour préliminaire - poule C - match 6	Hom., tour prélim. - poule C - match 6	HTEAM	Y	Y					
BV	M	400	C	03	Y	0	Men's Preliminary - Pool C - Match 17	Men's Preliminary - Pool C - Match 17	Hommes, tour préliminaire - poule C - match 17	Hom., tour prélim. - poule C - match 17	HTEAM	Y	Y					
BV	M	400	C	04	Y	0	Men's Preliminary - Pool C - Match 18	Men's Preliminary - Pool C - Match 18	Hommes, tour préliminaire - poule C - match 18	Hom., tour prélim. - poule C - match 18	HTEAM	Y	Y					
BV	M	400	C	05	Y	0	Men's Preliminary - Pool C - Match 29	Men's Preliminary - Pool C - Match 29	Hommes, tour préliminaire - poule C - match 29	Hom., tour prélim. - poule C - match 29	HTEAM	Y	Y					
BV	M	400	C	06	Y	0	Men's Preliminary - Pool C - Match 30	Men's Preliminary - Pool C - Match 30	Hommes, tour préliminaire - poule C - match 30	Hom., tour prélim. - poule C - match 30	HTEAM	Y	Y					
BV	M	400	D	00	N	0	Men's Preliminary - Pool D - Matches	Men's Preliminary - Pool D - Matches	Hommes, tour préliminaire - poule D	Hommes, tour préliminaire - poule D	NONE	N	N					
BV	M	400	D	01	Y	0	Men's Preliminary - Pool D - Match 7	Men's Preliminary - Pool D - Match 7	Hommes, tour préliminaire - poule D - match 7	Hom., tour prélim. - poule D - match 7	HTEAM	Y	Y					
BV	M	400	D	02	Y	0	Men's Preliminary - Pool D - Match 8	Men's Preliminary - Pool D - Match 8	Hommes, tour préliminaire - poule D - match 8	Hom., tour prélim. - poule D - match 8	HTEAM	Y	Y					
BV	M	400	D	03	Y	0	Men's Preliminary - Pool D - Match 19	Men's Preliminary - Pool D - Match 19	Hommes, tour préliminaire - poule D - match 19	Hom., tour prélim. - poule D - match 19	HTEAM	Y	Y					
BV	M	400	D	04	Y	0	Men's Preliminary - Pool D - Match 20	Men's Preliminary - Pool D - Match 20	Hommes, tour préliminaire - poule D - match 20	Hom., tour prélim. - poule D - match 20	HTEAM	Y	Y					
BV	M	400	D	05	Y	0	Men's Preliminary - Pool D - Match 31	Men's Preliminary - Pool D - Match 31	Hommes, tour préliminaire - poule D - match 31	Hom., tour prélim. - poule D - match 31	HTEAM	Y	Y					
BV	M	400	D	06	Y	0	Men's Preliminary - Pool D - Match 32	Men's Preliminary - Pool D - Match 32	Hommes, tour préliminaire - poule D - match 32	Hom., tour prélim. - poule D - match 32	HTEAM	Y	Y					
