Discipline	Gender	Event	phase	type	ENG longdescription	ENG Description	FRA longdescription	FRA Description
TK	W	067	4	3	Women -67kg Preliminary Round	Women -67kg Preliminary Round	Moins de 67 kg - femmes, éliminatoires	-67kg - femmes, éliminatoires
TK	W	067	5	3	Women -67kg Qualification Contest	Women -67kg Qualification Contest	Moins de 67 kg - femmes, combat de qualification	-67kg - femmes, combat de qualification
TK	W	067	M	6	Women -67kg Victory Ceremony	Women -67kg Victory Ceremony	Moins de 67 kg - femmes, cérémonie de remise des médailles	-67 kg - femmes, remise des médailles
TK	W	167	0	8	Women +67kg	Women +67kg	Plus de 67 kg - femmes	+67 kg - femmes
TK	W	167	1	3	Women +67kg Gold Medal Final	Women +67kg Gold Medal Final	Plus de 67 kg - femmes, finale (médaille d'or)	+67 kg - femmes, médaille d'or
TK	W	167	2	3	Women +67kg Semifinals/Bronze Medal Finals	Women +67kg Semifinals/Bronze Mdl Finals	Plus de 67 kg - femmes, demi-finales (médaille de bronze)	+67 kg - femmes, médaille de bronze
TK	W	167	3	3	Women +67kg Quarterfinals/Repechage	Women +67kg Quarterfinals/Repechage	Plus de 67 kg - femmes, quarts de finale - repêchage	+67 kg - femmes, 1/4 finale - repêchage
TK	W	167	4	3	Women +67kg Preliminary Round	Women +67kg Preliminary Round	Plus de 67 kg - femmes, éliminatoires	+67kg - femmes, éliminatoires
TK	W	167	5	3	Women +67kg Qualification Contest	Women +67kg Qualification Contest	Plus de 67 kg - femmes, combat de qualification	+67kg - femmes, combat de qualification
TK	W	167	M	6	Women +67kg Victory Ceremony	Women +67kg Victory Ceremony	Plus de 67 kg - femmes, cérémonie de remise des médailles	+67 kg - femmes, remise des médailles
TR	0	000	0	8	Triathlon	Triathlon	Triathlon	Triathlon
TR	0	000	N	7	Triathlon Draw	Triathlon Draw	Triathlon, tirage au sort	Triathlon, tirage au sort
TR	0	000	Y	8	Triathlon Daily Schedule	Triathlon Daily Schedule	Triathlon - calendrier par jour	Triathlon - calendrier par jour
TR	0	HYD	0	8	Hyde Park	Hyde Park	Hyde Park	Hyde Park
TR	M	000	0	8	Men	Men	hommes	hommes
TR	M	000	N	7	Triathlon Draw - Men	Triathlon Draw - Men	Triathlon - hommes, tirage au sort	Triathlon - hommes, tirage au sort
TR	M	001	0	8	Men	Men	Hommes	Hommes
TR	M	001	1	3	Men's Finals	Men's Finals	Hommes, finales	Hommes, finales
TR	M	001	M	6	Men's Victory Ceremony	Men's Victory Ceremony	Hommes, cérémonie de remise des médailles	Hommes, remise des médailles
TR	W	000	0	8	Women	Women	Femmes	Femmes
TR	W	000	N	7	Triathlon Draw - Women	Triathlon Draw - Women	Triathlon - femmes, tirage au sort	Triathlon - femmes, tirage au sort
TR	W	001	0	8	Women	Women	Femmes	Femmes
TR	W	001	1	3	Women's Finals	Women's Finals	Femmes, finales	Femmes, finales
TR	W	001	M	6	Women's Victory Ceremony	Women's Victory Ceremony	Femmes, cérémonie de remise des médailles	Femmes, remise des médailles
TT	0	000	0	8	Table Tennis	Table Tennis	Tennis de table	Tennis de table
TT	0	000	N	7	Table Tennis Draw	Table Tennis Draw	Tennis de table - tirage au sort	Tennis de table - tirage au sort
TT	0	001	0	8	Table Tennis Singles	Table Tennis Singles	Tennis de table simple	Tennis de table simple
TT	0	001	Y	8	Table Tennis Singles Daily Schedule	Table Tennis Singles Daily Schedule	Tennis de table simple - calendrier par jour	Tennis de table simple - calendrier jour
TT	0	400	0	8	Table Tennis Teams	Table Tennis Teams	Tennis de table par équipes	Tennis de table par équipes
TT	0	400	Y	8	Table Tennis Teams Daily Schedule	Table Tennis Teams Daily Schedule	Tennis de table par équipes - calendrier par jour	Tennis de table équipes - calend. jour
TT	0	EN1	0	8	ExCeL - North Arena 1	ExCeL - North Arena 1	ExCeL - North Arena 1	ExCeL - North Arena 1
TT	M	000	0	8	Men	Men	Hommes	Hommes
TT	M	001	0	8	Men's Singles	Men's Singles	Simple hommes	Simple hommes
TT	M	001	1	3	Men's Singles Medal Matches	Men's Singles Medal Matches	Simple hommes, matches pour les médailles	Simple hommes, matches médailles
TT	M	001	2	3	Men's Singles Semifinals	Men's Singles Semifinals	Simple hommes, demi-finales	Simple hommes, demi-finales
TT	M	001	3	3	Men's Singles Quarterfinals	Men's Singles Quarterfinals	Simple hommes , quarts de finale	Simple hommes , quarts de finale
TT	M	001	4	3	Men's Singles Fourth Round	Men's Singles Fourth Round	Simple hommes, 4e tour	Simple hommes, 4e tour
TT	M	001	5	3	Men's Singles Third Round	Men's Singles Third Round	Simple hommes, 3e tour	Simple hommes, 3e tour
TT	M	001	6	3	Men's Singles Second Round	Men's Singles Second Round	Simple hommes, 2e tour	Simple hommes, 2e tour
TT	M	001	7	3	Men's Singles First Round	Men's Singles First Round	Simple hommes, 1er tour	Simple hommes, 1er tour
TT	M	001	9	3	Men's Singles Preliminary Round	Men's Singles Preliminary Round	Simple hommes, tour préliminaire	Simple hommes, tour préliminaire
TT	M	001	M	6	Men's Singles Victory Ceremony	Men's Singles Victory Ceremony	Simple hommes, remise des médailles	Simple hommes, remise des médailles
TT	M	400	0	8	Men's Team	Men's Team	Par équipes hommes	Par équipes hommes
TT	M	400	1	3	Men's Team Finals	Men's Team Finals	Par équipes hommes, finales	Par équipes hommes, finales
TT	M	400	2	3	Men's Team Semifinals	Men's Team Semifinals	Par équipes hommes, demi-finales	Par équipes hommes, demi-finales
TT	M	400	3	3	Men's Team Quarterfinals	Men's Team Quarter Finals	Par équipes hommes, quarts de finale	Par équipes hommes, quarts de finale
TT	M	400	9	3	Men's Team First Round	Men's Team First Round	Par équipes hommes, 1er tour	Par équipes hommes, 1er tour
TT	M	400	M	6	Men's Team Victory Ceremony	Men's Team Victory Ceremony	Par équipes hommes, cérémonie de remise des médailles	Par équipes hommes, remise médailles
TT	W	000	0	8	Women	Women	Femmes	Femmes
TT	W	001	0	8	Women's Singles	Women's Singles	Simple femmes	Simple femmes
TT	W	001	1	3	Women's Singles Medal Matches	Women's Singles Medal Matches	Simple femmes, matches pour les médailles	Simple femmes, matches médailles
TT	W	001	2	3	Women's Singles Semifinals	Women's Singles Semifinals	Simple femmes, demi-finales	Simple femmes, demi-finales
TT	W	001	3	3	Women's Singles Quarterfinals	Women's Singles Quarterfinals	Simple femmes , quarts de finale	Simple femmes , quarts de finale
TT	W	001	4	3	Women's Singles Fourth Round	Women's Singles Fourth Round	Simple femmes, 4e tour	Simple femmes, 4e tour
TT	W	001	5	3	Women's Singles Third Round	Women's Singles Third Round	Simple femmes, 3e tour	Simple femmes, 3e tour
TT	W	001	6	3	Women's Singles Second Round	Women's Singles Second Round	Simple femmes, 2e tour	Simple femmes, 2e tour
TT	W	001	7	3	Women's Singles First Round	Women's Singles First Round	Simple femmes, 1er tour	Simple femmes, 1er tour
TT	W	001	9	3	Women's Singles Preliminary Round	Women's Singles Preliminary Round	Simple femmes, tour préliminaire	Simple femmes, tour préliminaire
TT	W	001	M	6	Women's Singles Victory Ceremony	Women's Singles Victory Ceremony	Simple femmes, cérémonie de remise des médailles	Simple femmes, remise des médailles
TT	W	400	0	8	Women's Team	Women's Team	Par équipes femmes	Par équipes femmes
TT	W	400	1	3	Women's Team Finals	Women's Team Finals	Par équipes femmes, finales	Par équipes femmes, finales
TT	W	400	2	3	Women's Team Semifinals	Women's Team Semi Finals	Par équipes femmes, demi-finales	Par équipes femmes, demi-finales
TT	W	400	3	3	Women's Team Quarterfinals	Women's Team Quarter Finals	Par équipes femmes, quarts de finale	Par équipes femmes, quarts de finale
TT	W	400	9	3	Women's Team First Round	Women's Team First Round	Par équipes femmes, 1er tour	Par équipes femmes, 1er tour
TT	W	400	M	6	Women's Team Victory Ceremony	Women's Team Victory Ceremony	Par équipes femmes, cérémonie de remise des médailles	Par équipes femmes, remise médailles
UT	0	ART	0	8	Archery Training	Archery Training	Entraînement de tir a l'arc	Entraînement de tir a l'arc
UT	0	ATT	0	8	Athletics Training	Athletics Training	Entraînement d'athlétisme	Entraînement d'athlétisme
UT	0	BDT	0	8	Badminton Training	Badminton Training	Entraînement de badminton	Entraînement de badminton
UT	0	BKT	0	8	Basketball Training	Basketball Training	Entraînement de basketball	Entraînement de basketball
UT	0	BVT	0	8	Beach Volleyball Training	Beach Volleyball Training	Entraînement de volleyball de plage	Entraînement de volleyball de plage
UT	0	BXT	0	8	Boxing Training	Boxing Training	Entraînement de boxe	Entraînement de boxe
UT	0	CBT	0	8	Cycling BMX Training	Cycling BMX Training	Entraînement de BMX	Entraînement de BMX
UT	0	CFT	0	8	Canoe Sprint Racing Training	CF Training	Entraînement de canoë-kayak, course en ligne	Entraînement de canoë-kayak, ligne
UT	0	CMT	0	8	Cycling Mountain Bike Training	CM Bike Training	Entraînement de VTT	Entraînement de VTT
UT	0	CRT	0	8	Cycling Road Training	Cycling Road Training	Entraînement de cyclisme sur route	Entraînement de cyclisme sur route
UT	0	CST	0	8	Canoe Slalom Racing Training	Canoe Slalom Racing Training	Entraînement de canoë-kayak, slalom	Entraînement de canoë-kayak, slalom
UT	0	CTT	0	8	Cycling Track Training	Cycling Track Training	Entraînement de cyclisme sur piste	Entraînement de cyclisme sur piste
UT	0	DVT	0	8	Diving Training	Diving Training	Entraînement de plongeon	Entraînement de plongeon
UT	0	EQT	0	8	Equestrian Training	Equestrian Training	Entraînement d'équitation	Entraînement d'équitation
UT	0	FBT	0	8	Football Training	Football Training	Entraînement de football	Entraînement de football
UT	0	FET	0	8	Fencing Training	Fencing Training	Entraînement d'escrime	Entraînement d'escrime
UT	0	GAT	0	8	Gymnastics Artistic Training	Gymnastics Artistic Training	Entraînement de gymnastique artistique	Entraînement de gymnastique artistique
UT	0	GRT	0	8	Gymnastics Rhythmic Training	Gymnastics Rhythmic Training	Entraînement de gymnastique rythmique	Entraînement de gymnastique rythmique
UT	0	GTT	0	8	Gymnastics Trampoline Training	GT Training	Entraînement de trampoline	Entraînement de trampoline
UT	0	HBT	0	8	Handball Training	Handball Training	Entraînement de handball	Entraînement de handball
UT	0	HOT	0	8	Hockey Training	Hockey Training	Entraînement de hockey	Entraînement de hockey
UT	0	JUT	0	8	Judo Training	Judo Training	Entraînement de judo	Entraînement de judo
UT	0	MPT	0	8	Modern Pentathlon Training	Modern Pentathlon Training	Entraînement de pentathlon moderne	Entraînement de pentathlon moderne
UT	0	ROT	0	8	Rowing Training	Rowing Training	Entraînement d'aviron	Entraînement d'aviron
UT	0	SAT	0	8	Sailing Training	Sailing Training	Entraînement de voile	Entraînement de voile
UT	0	SHT	0	8	Shooting Training	Shooting Training	Entraînement de tir	Entraînement de tir
UT	0	SWT	0	8	Swimming Training	Swimming Training	Entraînement  de natation	Entraînement  de natation
UT	0	SYT	0	8	Synchronised Swimming Training	SY Training	Entraînement de natation synchronisée	Entraînement de natation synchronisée
UT	0	TET	0	8	Tennis Training	Tennis Training	Entraînement de tennis	Entraînement de tennis
UT	0	TKT	0	8	Taekwondo Training	Taekwondo Training	Entraînement de taekwondo	Entraînement de taekwondo
UT	0	TRT	0	8	Triathlon Training	Triathlon Training	Entraînement de triathlon	Entraînement de triathlon
UT	0	TTT	0	8	Table Tennis Training	Table Tennis Training	Entraînement de tennis de table	Entraînement de tennis de table
UT	0	VOT	0	8	Volleyball Training	Volleyball Training	Entraînement de volleyball	Entraînement de volleyball
UT	0	WLT	0	8	Weightlifting Training	Weightlifting Training	Entraînement d'haltérophilie	Entraînement d'haltérophilie
UT	0	WPT	0	8	Water Polo Training	Water Polo Training	Entraînement de water-polo	Entraînement de water-polo
UT	0	WRT	0	8	Wrestling Training	Wrestling Training	Entraînement de lutte	Entraînement de lutte
VB	0	000	0	8	Volleyball Sport	Volleyball Sport	Volleyball	Volleyball
VO	0	000	0	8	Volleyball	Volleyball	Volleyball	Volleyball
VO	0	000	N	7	Volleyball - Draw	Volleyball - Draw	Volleyball - tirage au sort	Volleyball - tirage au sort
VO	0	000	Q	9	Volleyball - Team Captains Meeting	Volleyball - Team Captains Meeting	Volleyball, réunion des chefs d'équipe	Volleyball, réunion des chefs d'équipe
VO	0	000	Y	8	Volleyball Daily Schedule	Volleyball Daily Schedule	Volleyball - calendrier par jour	Volleyball - calendrier par jour
VO	0	EAR	0	8	Earls Court	Earls Court	Earls Court	Earls Court
VO	M	000	0	8	Men	Men	Hommes	Hommes
VO	M	400	0	8	Men	Men	Hommes	Hommes
VO	M	400	1	3	Men's Final Round	Men's Final Round	Hommes, finales	Hommes, finales
VO	M	400	2	3	Men's Semifinals	Men's Semifinals	Hommes, demi-finales	Hommes, demi-finales
VO	M	400	3	3	Men's Quarterfinals	Men's Quarterfinals	Hommes, quarts de finale	Hommes, quarts de finale
VO	M	400	9	3	Men's Preliminary Round	Men's Preliminary Round	Hommes, éliminatoires	Hommes, éliminatoires
VO	M	400	A	3	Men's Preliminary - Pool A	Men's Preliminary - Pool A	Hommes, éliminatoires - poule A	Hommes, éliminatoires - poule A
VO	M	400	B	3	Men's Preliminary - Pool B	Men's Preliminary - Pool B	Hommes, éliminatoires - poule B	Hommes, éliminatoires - poule B
VO	M	400	M	6	Men's Victory Ceremony	Men's Victory Ceremony	Hommes, cérémonie de remise des médailles	Hommes, remise des médailles
VO	M	400	N	7	Draw for Men's Volleyball	Draw for Men's Volleyball	Hommes, tirage au sort	Hommes, tirage au sort
VO	W	000	0	8	Women	Women	Femmes	Femmes
VO	W	400	0	8	Women	Women	Femmes	Femmes
VO	W	400	1	3	Women's Final Round	Women's Final Round	Femmes, finales	Femmes, finales
VO	W	400	2	3	Women's Semifinals	Women's Semifinals	Femmes, demi-finales	Femmes, demi-finales
VO	W	400	3	3	Women's Quarterfinals	Women's Quarterfinals	Femmes, quarts de finale	Femmes, quarts de finale
VO	W	400	9	3	Women's Preliminary Round	Women's Preliminary Round	Femmes, éliminatoires	Femmes, éliminatoires
VO	W	400	A	3	Women's Preliminary - Pool A	Women's Preliminary - Pool A	Femmes, éliminatoires - poule A	Femmes, éliminatoires - poule A
VO	W	400	B	3	Women's Preliminary - Pool B	Women's Preliminary - Pool B	Femmes, éliminatoires - poule B	Femmes, éliminatoires - poule B
VO	W	400	M	6	Women's Victory Ceremony	Women's Victory Ceremony	Femmes, cérémonie de remise des médailles	Femmes, remise des médailles
VO	W	400	N	7	Draw for Women's Volleyball	Draw for Women's Volleyball	Femmes, tirage au sort	Femmes, tirage au sort
WL	0	000	0	8	Weightlifting	Weightlifting	Haltérophilie	Haltérophilie
WL	0	000	Q	4	Weightlifting Technical Congress	Weightlifting Technical Congress	Haltérophilie - congrès technique	Haltérophilie - congrès technique
WL	0	ES3	0	8	ExCeL - South Arena 3	ExCeL - South Arena 3	ExCeL - South Arena 3	ExCeL - South Arena 3
WL	M	000	0	8	Men	Men	Hommes	Hommes
WL	M	005	0	8	Men's 105kg	Men's 105kg	105 kg - hommes	105 kg - hommes
WL	M	005	A	3	Men's 105kg Group A	Men's 105kg Group A	105 kg - hommes, groupe A	105 kg - hommes, groupe A
WL	M	005	B	3	Men's 105kg Group B	Men's 105kg Group B	105 kg - hommes, groupe B	105 kg - hommes, groupe B
WL	M	005	C	3	Men's 105kg Group C	Men's 105kg Group C	105 kg - hommes, groupe C	105 kg - hommes, groupe C
WL	M	005	M	6	Men's 105kg Victory Ceremony	Men's 105kg Victory Ceremony	105 kg - hommes, cérémonie de remise des médailles	105 kg - hommes, remise des médailles
WL	M	025	0	8	Men's +105kg	Men's +105kg	+105 kg - hommes	+105 kg - hommes
WL	M	025	A	3	Men's +105kg Group A	Men's +105kg Group A	+105 kg - hommes, groupe A	+105 kg - hommes, groupe A
WL	M	025	B	3	Men's +105kg Group B	Men's +105kg Group B	+105 kg - hommes, groupe B	+105 kg - hommes, groupe B
WL	M	025	C	3	Men's +105kg Group C	Men's +105kg Group C	+105 kg - hommes, groupe C	+105 kg - hommes, groupe C
WL	M	025	M	6	Men's +105kg Victory Ceremony	Men's +105kg Victory Ceremony	+105 kg - hommes, cérémonie de remise des médailles	+105 kg - hommes, remise des médailles
WL	M	056	0	8	Men's 56kg	Men's 56kg	56 kg - hommes	56 kg - hommes
WL	M	056	A	3	Men's 56kg Group A	Men's 56kg Group A	56 kg - hommes, groupe A	56 kg - hommes, groupe A
WL	M	056	B	3	Men's 56kg Group B	Men's 56kg Group B	56 kg - hommes, groupe B	56 kg - hommes, groupe B
WL	M	056	C	3	Men's 56kg Group C	Men's 56kg Group C	56 kg - hommes, groupe C	56 kg - hommes, groupe C
WL	M	056	M	6	Men's 56kg Victory Ceremony	Men's 56kg Victory Ceremony	56 kg - hommes, cérémonie de remise des médailles	56 kg - hommes, remise des médailles
WL	M	062	0	8	Men's 62kg	Men's 62kg	62 kg - hommes	62 kg - hommes
WL	M	062	A	3	Men's 62kg Group A	Men's 62kg Group A	62 kg - hommes, groupe A	62 kg - hommes, groupe A
WL	M	062	B	3	Men's 62kg Group B	Men's 62kg Group B	62 kg - hommes, groupe B	62 kg - hommes, groupe B
WL	M	062	C	3	Men's 62kg Group C	Men's 62kg Group C	62 kg - hommes, groupe C	62 kg - hommes, groupe C
WL	M	062	M	6	Men's 62kg Victory Ceremony	Men's 62kg Victory Ceremony	62 kg - hommes, cérémonie de remise des médailles	62 kg - hommes, remise des médailles
WL	M	069	0	8	Men's 69kg	Men's 69kg	66 kg - hommes	66 kg - hommes
WL	M	069	A	3	Men's 69kg Group A	Men's 69kg Group A	69 kg - hommes, groupe A	69 kg - hommes, groupe A
WL	M	069	B	3	Men's 69kg Group B	Men's 69kg Group B	69 kg - hommes, groupe B	69 kg - hommes, groupe B
WL	M	069	C	3	Men's 69kg Group C	Men's 69kg Group C	69 kg - hommes, groupe C	69 kg - hommes, groupe C
WL	M	069	M	6	Men's 69kg Victory Ceremony	Men's 69kg Victory Ceremony	69 kg - hommes, cérémonie de remise des médailles	69 kg - hommes, remise des médailles
WL	M	077	0	8	Men's 77kg	Men's 77kg	77 kg - hommes	77 kg - hommes
WL	M	077	A	3	Men's 77kg Group A	Men's 77kg Group A	77 kg - hommes, groupe A	77 kg - hommes, groupe A
WL	M	077	B	3	Men's 77kg Group B	Men's 77kg Group B	77 kg - hommes, groupe B	77 kg - hommes, groupe B
WL	M	077	C	3	Men's 77kg Group C	Men's 77kg Group C	77 kg - hommes, groupe C	77 kg - hommes, groupe C
WL	M	077	M	6	Men's 77kg Victory Ceremony	Men's 77kg Victory Ceremony	77 kg - hommes, cérémonie de remise des médailles	77 kg - hommes, remise des médailles
WL	M	085	0	8	Men's 85kg	Men's 85kg	85 kg - hommes	85 kg - hommes
WL	M	085	A	3	Men's 85kg Group A	Men's 85kg Group A	85 kg - hommes, groupe A	85 kg - hommes, groupe A
WL	M	085	B	3	Men's 85kg Group B	Men's 85kg Group B	85 kg - hommes, groupe B	85 kg - hommes, groupe B
